product_name,brewery,stats
DFPF,J. Wakefield Brewing,"You:
Not rated
From:
J. Wakefield Brewing
  Florida, United States
Style:
Berliner Weisse
Ranked #1
ABV:
7%
Score:
99
Ranked #188
Avg:
4.5 | pDev: 7.56%
Reviews:
63
Ratings:
507
Status:
Active
Rated:
Jun 14, 2025
Added:
Jan 05, 2015 by MasterSki
Wants:
  221
Gots:
  39"
Foggier Window,Monkish Brewing Co.,"You:
Not rated
From:
Monkish Brewing Co.
  California, United States
Style:
Imperial IPA
Ranked #14
ABV:
8.1%
Score:
99
Ranked #189
Avg:
4.51 | pDev: 5.76%
Reviews:
47
Ratings:
342
Status:
Active
Rated:
Aug 13, 2025
Added:
Oct 21, 2016 by vfgccp
Wants:
  70
Gots:
  17"
Crusher,The Alchemist,"You:
Not rated
From:
The Alchemist
  Vermont, United States
Style:
New England IPA
Ranked #45
ABV:
8%
Score:
99
Ranked #190
Avg:
4.48 | pDev: 7.14%
Reviews:
348
Ratings:
2,364
Status:
Active
Rated:
Aug 12, 2025
Added:
Jul 12, 2008 by Brad007
Wants:
  837
Gots:
  569"
Oude Geuze Cuvée Armand & Gaston,Brouwerij 3 Fonteinen,"You:
Not rated
From:
Brouwerij 3 Fonteinen
  Belgium
Style:
Gueuze
Ranked #5
ABV:
6.5%
Score:
99
Ranked #191
Avg:
4.49 | pDev: 5.79%
Reviews:
159
Ratings:
780
Status:
Active
Rated:
May 15, 2025
Added:
Jun 11, 2016 by cultclassic89
Wants:
  49
Gots:
  139"
Double Stack,Great Notion Brewing,"You:
Not rated
From:
Great Notion Brewing
  Oregon, United States
Style:
American Imperial Stout
Ranked #56
ABV:
11%
Score:
99
Ranked #192
Avg:
4.49 | pDev: 7.57%
Reviews:
148
Ratings:
766
Status:
Active
Rated:
Aug 21, 2025
Added:
Sep 05, 2015 by Great_Notion_Brewing
Wants:
  146
Gots:
  38"
Double Dry Hopped All Citra Everything,Other Half Brewing - Center Street,"You:
Not rated
From:
Other Half Brewing - Center Street
  New York, United States
Style:
New England IPA
Ranked #44
ABV:
8.5%
Score:
99
Ranked #193
Avg:
4.49 | pDev: 6.01%
Reviews:
132
Ratings:
744
Status:
Active
Rated:
Jul 31, 2025
Added:
Oct 27, 2016 by Zekenyce
Wants:
  50
Gots:
  71"
Hunahpu's Imperial Stout - Bourbon Barrel-Aged,Cigar City Brewing,"You:
Not rated
From:
Cigar City Brewing
  Florida, United States
Style:
American Imperial Stout
Ranked #50
ABV:
14.6%
Score:
99
Ranked #194
Avg:
4.5 | pDev: 6.67%
Reviews:
100
Ratings:
443
Status:
Active
Rated:
May 27, 2025
Added:
Dec 09, 2009 by tpd975
Wants:
  748
Gots:
  33"
Apple Brandy Barrel Noir,Prairie Artisan Ales,"You:
Not rated
From:
Prairie Artisan Ales
  Oklahoma, United States
Style:
American Imperial Stout
Ranked #61
ABV:
12%
Score:
99
Ranked #195
Avg:
4.48 | pDev: 7.14%
Reviews:
245
Ratings:
1,709
Status:
Active
Rated:
Nov 21, 2024
Added:
Dec 11, 2014 by ThatsThatDude
Wants:
  299
Gots:
  466"
Affogato,Trillium Brewing Company,"You:
Not rated
From:
Trillium Brewing Company
  Massachusetts, United States
Style:
American Imperial Stout
Ranked #51
ABV:
13.3%
Score:
99
Ranked #196
Avg:
4.5 | pDev: 6%
Reviews:
51
Ratings:
438
Status:
Active
Rated:
Oct 13, 2024
Added:
Jul 25, 2017 by PhineasMcClintock
Wants:
  69
Gots:
  37"
Space Trace,Bottle Logic Brewing,"You:
Not rated
From:
Bottle Logic Brewing
  California, United States
Style:
American Imperial Stout
Ranked #52
ABV:
11.1%
Score:
99
Ranked #197
Avg:
4.5 | pDev: 6.22%
Reviews:
64
Ratings:
437
Status:
Active
Rated:
Jun 28, 2025
Added:
Mar 23, 2016 by Keananmichael5
Wants:
  133
Gots:
  49"
No Rules,Perrin Brewing Co.,"You:
Not rated
From:
Perrin Brewing Co.
  Michigan, United States
Style:
Imperial Porter
Ranked #8
ABV:
15%
Score:
99
Ranked #198
Avg:
4.48 | pDev: 7.81%
Reviews:
296
Ratings:
1,423
Status:
Active
Rated:
Jan 14, 2025
Added:
May 15, 2015 by Perrin_Brewing
Wants:
  340
Gots:
  412"
Hold On To Sunshine,Tree House Brewing Company,"You:
Not rated
From:
Tree House Brewing Company
  Massachusetts, United States
Style:
Sweet / Milk Stout
Ranked #6
ABV:
7.6%
Score:
99
Ranked #199
Avg:
4.49 | pDev: 6.68%
Reviews:
105
Ratings:
637
Status:
Active
Rated:
Aug 15, 2025
Added:
Sep 15, 2017 by DougAtlantis
Wants:
  50
Gots:
  76"
Sunday Brunch - Bourbon Barrel-Aged,Kane Brewing Company,"You:
Not rated
From:
Kane Brewing Company
  New Jersey, United States
Style:
Imperial Porter
Ranked #7
ABV:
11%
Score:
99
Ranked #200
Avg:
4.56 | pDev: 5.48%
Reviews:
17
Ratings:
132
Status:
Active
Rated:
Jul 19, 2025
Added:
Jan 05, 2018 by Britt
Wants:
  28
Gots:
  7"
Barrel Aged Bomb!,Prairie Artisan Ales,"You:
Not rated
From:
Prairie Artisan Ales
  Oklahoma, United States
Style:
American Imperial Stout
Ranked #62
ABV:
14.7%
Score:
99
Ranked #201
Avg:
4.48 | pDev: 6.03%
Reviews:
203
Ratings:
1,260
Status:
Active
Rated:
Dec 03, 2024
Added:
Oct 03, 2014 by tylerstravis
Wants:
  243
Gots:
  321"
Imperial German Chocolate Cupcake Stout,Angry Chair Brewing,"You:
Not rated
From:
Angry Chair Brewing
  Florida, United States
Style:
Sweet / Milk Stout
Ranked #7
ABV:
9.5%
Score:
99
Ranked #202
Avg:
4.5 | pDev: 6.44%
Reviews:
54
Ratings:
379
Status:
Active
Rated:
Friday at 06:30 PM
Added:
Jul 25, 2016 by mattreitz49
Wants:
  87
Gots:
  22"
Abt 12,Brouwerij Sint-Bernard (St. Bernardus),"You:
Not rated
From:
Brouwerij Sint-Bernard (St. Bernardus)
  Belgium
Style:
Quadrupel (Quad)
Ranked #3
ABV:
10%
Score:
99
Ranked #203
Avg:
4.47 | pDev: 9.17%
Reviews:
3,035
Ratings:
10,426
Status:
Active
Rated:
Aug 21, 2025
Added:
Oct 13, 2001 by Todd
Wants:
  918
Gots:
  2,936"
Affogato - Bourbon Barrel-Aged,Trillium Brewing Company,"You:
Not rated
From:
Trillium Brewing Company
  Massachusetts, United States
Style:
American Imperial Stout
Ranked #46
ABV:
14.9%
Score:
99
Ranked #204
Avg:
4.53 | pDev: 6.4%
Reviews:
26
Ratings:
191
Status:
Active
Rated:
Dec 21, 2024
Added:
Feb 02, 2018 by PhineasMcClintock
Wants:
  42
Gots:
  15"
The Abyss,Deschutes Brewery,"You:
Not rated
From:
Deschutes Brewery
  Oregon, United States
Style:
American Imperial Stout
Ranked #65
ABV:
11.4%
Score:
99
Ranked #205
Avg:
4.47 | pDev: 9.4%
Reviews:
2,114
Ratings:
7,602
Status:
Active
Rated:
Yesterday at 07:35 PM
Added:
Dec 23, 2006 by Todd
Wants:
  3,003
Gots:
  3,956"
Leche Borracho,Bottle Logic Brewing,"You:
Not rated
From:
Bottle Logic Brewing
  California, United States
Style:
American Imperial Stout
Ranked #60
ABV:
11%
Score:
99
Ranked #206
Avg:
4.49 | pDev: 6.46%
Reviews:
82
Ratings:
500
Status:
Active
Rated:
Jul 26, 2025
Added:
May 04, 2014 by Smarty_Pints
Wants:
  141
Gots:
  82"
Abraxas,Perennial Artisan Ales,"You:
Not rated
From:
Perennial Artisan Ales
  Missouri, United States
Style:
American Imperial Stout
Ranked #66
ABV:
11.5%
Score:
99
Ranked #207
Avg:
4.47 | pDev: 7.61%
Reviews:
495
Ratings:
3,136
Status:
Active
Rated:
Aug 12, 2025
Added:
Dec 16, 2011 by jmvecchio1
Wants:
  1,190
Gots:
  811"
Stickee Monkee,Firestone Walker Brewing Co.,"You:
Not rated
From:
Firestone Walker Brewing Co.
  California, United States
Style:
Quadrupel (Quad)
Ranked #4
ABV:
12.3%
Score:
99
Ranked #208
Avg:
4.47 | pDev: 7.83%
Reviews:
448
Ratings:
3,004
Status:
Active
Rated:
Jul 29, 2025
Added:
Nov 07, 2010 by ThreeWiseMen
Wants:
  667
Gots:
  1,201"
Samuel Adams Utopias,Samuel Adams (Boston Beer Company),"You:
Not rated
From:
Samuel Adams (Boston Beer Company)
  Massachusetts, United States
Style:
American Strong Ale
Ranked #3
ABV:
28%
Score:
99
Ranked #209
Avg:
4.47 | pDev: 11.41%
Reviews:
623
Ratings:
2,851
Status:
Active
Rated:
Sep 08, 2025
Added:
Jul 09, 2005 by GClarkage
Wants:
  1,459
Gots:
  547"
Aurelian Lure,Jester King Brewery,"You:
Not rated
From:
Jester King Brewery
  Texas, United States
Style:
Wild Ale
Ranked #14
ABV:
5.4%
Score:
99
Ranked #210
Avg:
4.48 | pDev: 6.92%
Reviews:
62
Ratings:
801
Status:
Active
Rated:
Apr 04, 2025
Added:
Oct 17, 2013 by scotv
Wants:
  607
Gots:
  137"
Juicy,Hill Farmstead Brewery,"You:
Not rated
From:
Hill Farmstead Brewery
  Vermont, United States
Style:
Saison
Ranked #16
ABV:
7.4%
Score:
99
Ranked #211
Avg:
4.48 | pDev: 6.25%
Reviews:
125
Ratings:
788
Status:
Active
Rated:
Aug 25, 2025
Added:
Nov 20, 2012 by MasterSki
Wants:
  703
Gots:
  86"
Darkstar November,Bottle Logic Brewing,"You:
Not rated
From:
Bottle Logic Brewing
  California, United States
Style:
Russian Imperial Stout
Ranked #13
ABV:
15.3%
Score:
99
Ranked #212
Avg:
4.48 | pDev: 5.8%
Reviews:
120
Ratings:
788
Status:
Active
Rated:
Jul 24, 2025
Added:
Oct 25, 2014 by UCLABrewN84
Wants:
  191
Gots:
  184"
Trappist Westvleteren 8 (VIII),Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),"You:
Not rated
From:
Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren)
  Belgium
Style:
Dubbel
Ranked #1
ABV:
8%
Score:
99
Ranked #213
Avg:
4.47 | pDev: 8.05%
Reviews:
878
Ratings:
2,416
Status:
Active
Rated:
Aug 27, 2025
Added:
Jun 02, 2001 by Todd
Wants:
  1,491
Gots:
  494"
Midnight Still,Holy Mountain Brewing Company - Interbay Brewery + Taproom,"You:
Not rated
From:
Holy Mountain Brewing Company - Interbay Brewery + Taproom
  Washington, United States
Style:
American Imperial Stout
Ranked #47
ABV:
12.5%
Score:
99
Ranked #214
Avg:
4.52 | pDev: 5.75%
Reviews:
24
Ratings:
212
Status:
Active
Rated:
Sep 14, 2025
Added:
Feb 22, 2016 by ThatsThatDude
Wants:
  111
Gots:
  29"
Ten FIDY - Bourbon Barrel-Aged,Oskar Blues Grill & Brew,"You:
Not rated
From:
Oskar Blues Grill & Brew
  Colorado, United States
Style:
American Imperial Stout
Ranked #67
ABV:
12.5%
Score:
99
Ranked #215
Avg:
4.47 | pDev: 6.26%
Reviews:
510
Ratings:
2,345
Status:
Active
Rated:
Aug 20, 2025
Added:
Sep 06, 2015 by DrMindbender
Wants:
  196
Gots:
  487"
V.S.O.R. Select,Revolution Brewing,"You:
Not rated
From:
Revolution Brewing
  Illinois, United States
Style:
Rye Beer
Ranked #1
ABV:
15.7%
Score:
99
Ranked #216
Avg:
4.62 | pDev: 4.11%
Reviews:
18
Ratings:
75
Status:
Active
Rated:
Aug 08, 2025
Added:
Jan 03, 2024 by Luscious_Malfoy
Wants:
  7
Gots:
  2"
Sosus,Toppling Goliath Brewing Company,"You:
Not rated
From:
Toppling Goliath Brewing Company
  Iowa, United States
Style:
Imperial IPA
Ranked #16
ABV:
8.2%
Score:
99
Ranked #217
Avg:
4.47 | pDev: 6.49%
Reviews:
294
Ratings:
2,018
Status:
Active
Rated:
Aug 13, 2025
Added:
May 05, 2013 by nickapalooza86
Wants:
  648
Gots:
  198"
Smooth,Side Project Brewing,"You:
Not rated
From:
Side Project Brewing
  Missouri, United States
Style:
Wild Ale
Ranked #12
ABV:
6%
Score:
99
Ranked #218
Avg:
4.51 | pDev: 5.99%
Reviews:
33
Ratings:
252
Status:
Active
Rated:
Aug 02, 2025
Added:
Jan 08, 2016 by ThatsThatDude
Wants:
  79
Gots:
  32"
Thicket,Side Project Brewing,"You:
Not rated
From:
Side Project Brewing
  Missouri, United States
Style:
Wild Ale
Ranked #13
ABV:
6%
Score:
99
Ranked #219
Avg:
4.5 | pDev: 6.22%
Reviews:
39
Ratings:
317
Status:
Active
Rated:
Feb 10, 2025
Added:
Jan 15, 2015 by beerjerk666
Wants:
  219
Gots:
  27"
Bourbon Barrel Oro Negro,Jackie O's Taproom & Brewery,"You:
Not rated
From:
Jackie O's Taproom & Brewery
  Ohio, United States
Style:
American Imperial Stout
Ranked #64
ABV:
12.1%
Score:
99
Ranked #220
Avg:
4.48 | pDev: 6.7%
Reviews:
111
Ratings:
647
Status:
Active
Rated:
Aug 19, 2025
Added:
Aug 05, 2016 by IMFletcher
Wants:
  96
Gots:
  48"
Triple Citra Daydream,Other Half Brewing - Center Street,"You:
Not rated
From:
Other Half Brewing - Center Street
  New York, United States
Style:
Milkshake IPA
Ranked #1
ABV:
10.5%
Score:
99
Ranked #221
Avg:
4.5 | pDev: 6.22%
Reviews:
66
Ratings:
298
Status:
Active
Rated:
Aug 12, 2025
Added:
May 29, 2018 by vfgccp
Wants:
  30
Gots:
  20"
Label Us Notorious,J. Wakefield Brewing,"You:
Not rated
From:
J. Wakefield Brewing
  Florida, United States
Style:
American Imperial Stout
Ranked #40
ABV:
17%
Score:
99
Ranked #222
Avg:
4.58 | pDev: 5.24%
Reviews:
5
Ratings:
97
Status:
Active
Rated:
Aug 12, 2025
Added:
Feb 16, 2017 by mothman
Wants:
  48
Gots:
  6"
CitraQuench'l,Heist Brewery,"You:
Not rated
From:
Heist Brewery
  North Carolina, United States
Style:
New England IPA
Ranked #46
ABV:
7.1%
Score:
99
Ranked #223
Avg:
4.49 | pDev: 6.46%
Reviews:
83
Ratings:
393
Status:
Active
Rated:
Sep 13, 2025
Added:
Mar 20, 2016 by DVMin98
Wants:
  127
Gots:
  32"
Cellarman Barrel Aged Saison,Sante Adairius Rustic Ales,"You:
Not rated
From:
Sante Adairius Rustic Ales
  California, United States
Style:
Saison
Ranked #18
ABV:
6.5%
Score:
99
Ranked #224
Avg:
4.48 | pDev: 5.8%
Reviews:
73
Ratings:
590
Status:
Active
Rated:
Nov 21, 2024
Added:
Jun 28, 2013 by illidurit
Wants:
  164
Gots:
  91"
Reaction State,Bottle Logic Brewing,"You:
Not rated
From:
Bottle Logic Brewing
  California, United States
Style:
American Imperial Stout
Ranked #55
ABV:
11.8%
Score:
99
Ranked #225
Avg:
4.51 | pDev: 6.21%
Reviews:
34
Ratings:
229
Status:
Active
Rated:
Aug 15, 2024
Added:
Feb 17, 2017 by fthegiants
Wants:
  80
Gots:
  21"
Pliny For President,Russian River Brewing Company,"You:
Not rated
From:
Russian River Brewing Company
  California, United States
Style:
Imperial IPA
Ranked #15
ABV:
7%
Score:
99
Ranked #226
Avg:
4.5 | pDev: 6.22%
Reviews:
78
Ratings:
275
Status:
Active
Rated:
May 27, 2025
Added:
May 22, 2020 by Luscious_Malfoy
Wants:
  41
Gots:
  7"
Schaarbeekse Kriek,Brouwerij 3 Fonteinen,"You:
Not rated
From:
Brouwerij 3 Fonteinen
  Belgium
Style:
Fruit Lambic
Ranked #8
ABV:
6%
Score:
99
Ranked #227
Avg:
4.47 | pDev: 7.16%
Reviews:
267
Ratings:
967
Status:
Active
Rated:
Aug 03, 2025
Added:
May 23, 2004 by Rastacouere
Wants:
  516
Gots:
  200"
All That Is And All That Ever Will Be,Tree House Brewing Company,"You:
Not rated
From:
Tree House Brewing Company
  Massachusetts, United States
Style:
Sweet / Milk Stout
Ranked #8
ABV:
6.5%
Score:
99
Ranked #228
Avg:
4.48 | pDev: 6.25%
Reviews:
85
Ratings:
511
Status:
Active
Rated:
Yesterday at 09:31 PM
Added:
Sep 23, 2016 by ThatsThatDude
Wants:
  61
Gots:
  53"
Flora,Hill Farmstead Brewery,"You:
Not rated
From:
Hill Farmstead Brewery
  Vermont, United States
Style:
Saison
Ranked #20
ABV:
4.8%
Score:
99
Ranked #229
Avg:
4.47 | pDev: 8.05%
Reviews:
124
Ratings:
832
Status:
Active
Rated:
Sep 07, 2025
Added:
Oct 02, 2010 by SFLpunk
Wants:
  624
Gots:
  115"
Expedition Stout - Bourbon Barrel-Aged,Bell's Brewery - Eccentric Café & General Store,"You:
Not rated
From:
Bell's Brewery - Eccentric Café & General Store
  Michigan, United States
Style:
Russian Imperial Stout
Ranked #15
ABV:
13.4%
Score:
99
Ranked #230
Avg:
4.47 | pDev: 6.49%
Reviews:
168
Ratings:
810
Status:
Active
Rated:
Apr 04, 2025
Added:
Dec 13, 2004 by CRJMellor
Wants:
  147
Gots:
  114"
Foggy Window,Monkish Brewing Co.,"You:
Not rated
From:
Monkish Brewing Co.
  California, United States
Style:
New England IPA
Ranked #47
ABV:
8.1%
Score:
99
Ranked #231
Avg:
4.49 | pDev: 5.35%
Reviews:
49
Ratings:
330
Status:
Active
Rated:
May 14, 2025
Added:
Apr 24, 2016 by erjaq
Wants:
  90
Gots:
  24"
Peche Du Fermier,Side Project Brewing,"You:
Not rated
From:
Side Project Brewing
  Missouri, United States
Style:
Saison
Ranked #19
ABV:
8%
Score:
99
Ranked #232
Avg:
4.5 | pDev: 5.56%
Reviews:
28
Ratings:
256
Status:
Active
Rated:
Aug 14, 2025
Added:
Aug 24, 2014 by ThatsThatDude
Wants:
  213
Gots:
  12"
Abraxas - Coffee,Perennial Artisan Ales,"You:
Not rated
From:
Perennial Artisan Ales
  Missouri, United States
Style:
American Imperial Stout
Ranked #71
ABV:
11.5%
Score:
99
Ranked #233
Avg:
4.47 | pDev: 7.83%
Reviews:
97
Ratings:
779
Status:
Active
Rated:
Saturday at 11:30 PM
Added:
Oct 13, 2013 by MasterSki
Wants:
  441
Gots:
  83"
Jam The Radar,Bottle Logic Brewing,"You:
Not rated
From:
Bottle Logic Brewing
  California, United States
Style:
American Imperial Stout
Ranked #68
ABV:
13.7%
Score:
99
Ranked #234
Avg:
4.48 | pDev: 5.58%
Reviews:
72
Ratings:
462
Status:
Active
Rated:
Jul 18, 2025
Added:
Mar 23, 2016 by kmanjohnson
Wants:
  71
Gots:
  42"
Maple Bacon Coffee Porter,Funky Buddha Brewery,"You:
Not rated
From:
Funky Buddha Brewery
  Florida, United States
Style:
American Porter
Ranked #2
ABV:
6.4%
Score:
99
Ranked #235
Avg:
4.46 | pDev: 8.07%
Reviews:
347
Ratings:
2,238
Status:
Active
Rated:
Aug 16, 2025
Added:
Oct 19, 2010 by DosBeerigos
Wants:
  2,204
Gots:
  363"
Last Snow,Funky Buddha Brewery,"You:
Not rated
From:
Funky Buddha Brewery
  Florida, United States
Style:
American Porter
Ranked #3
ABV:
6.4%
Score:
99
Ranked #236
Avg:
4.46 | pDev: 8.07%
Reviews:
320
Ratings:
2,175
Status:
Active
Rated:
Aug 16, 2025
Added:
Nov 18, 2011 by brentk56
Wants:
  701
Gots:
  485"
Imperial Eclipse Stout - Elijah Craig (12 Year),FiftyFifty Brewing Co.,"You:
Not rated
From:
FiftyFifty Brewing Co.
  California, United States
Style:
American Imperial Stout
Ranked #78
ABV:
11.9%
Score:
99
Ranked #237
Avg:
4.46 | pDev: 7.4%
Reviews:
331
Ratings:
2,048
Status:
Active
Rated:
May 13, 2025
Added:
Dec 28, 2009 by Jmoore50
Wants:
  841
Gots:
  744"
Bourbon Barrel Champion Ground,Jackie O's Taproom & Brewery,"You:
Not rated
From:
Jackie O's Taproom & Brewery
  Ohio, United States
Style:
American Imperial Stout
Ranked #72
ABV:
11.8%
Score:
99
Ranked #238
Avg:
4.47 | pDev: 6.26%
Reviews:
140
Ratings:
717
Status:
Active
Rated:
May 17, 2025
Added:
Aug 25, 2015 by elkinbrown
Wants:
  222
Gots:
  77"
Bodhi,Columbus Brewing Company,"You:
Not rated
From:
Columbus Brewing Company
  Ohio, United States
Style:
Imperial IPA
Ranked #17
ABV:
8.3%
Score:
99
Ranked #239
Avg:
4.46 | pDev: 7.62%
Reviews:
294
Ratings:
1,835
Status:
Active
Rated:
Aug 19, 2025
Added:
Oct 06, 2009 by projectflam86
Wants:
  554
Gots:
  318"
Leaner,Side Project Brewing,"You:
Not rated
From:
Side Project Brewing
  Missouri, United States
Style:
Saison
Ranked #17
ABV:
8%
Score:
99
Ranked #240
Avg:
4.54 | pDev: 5.29%
Reviews:
16
Ratings:
131
Status:
Active
Rated:
Feb 18, 2025
Added:
Jan 06, 2016 by ThatsThatDude
Wants:
  54
Gots:
  2"
Rodenbach Caractère Rouge,Brouwerij Rodenbach N.V.,"You:
Not rated
From:
Brouwerij Rodenbach N.V.
  Belgium
Style:
Flanders Red Ale
Ranked #1
ABV:
7%
Score:
99
Ranked #241
Avg:
4.46 | pDev: 7.17%
Reviews:
264
Ratings:
1,609
Status:
Active
Rated:
Aug 03, 2025
Added:
Nov 01, 2011 by Jason
Wants:
  348
Gots:
  373"
Double Dry Hopped Double Citra Daydream,Other Half Brewing - Center Street,"You:
Not rated
From:
Other Half Brewing - Center Street
  New York, United States
Style:
New England IPA
Ranked #48
ABV:
8.5%
Score:
99
Ranked #242
Avg:
4.48 | pDev: 5.36%
Reviews:
78
Ratings:
420
Status:
Active
Rated:
Aug 08, 2025
Added:
Aug 15, 2017 by ThatsThatDude
Wants:
  25
Gots:
  46"
Birth Of Tragedy,Hill Farmstead Brewery,"You:
Not rated
From:
Hill Farmstead Brewery
  Vermont, United States
Style:
Imperial Porter
Ranked #9
ABV:
9%
Score:
99
Ranked #243
Avg:
4.46 | pDev: 8.3%
Reviews:
199
Ratings:
1,300
Status:
Active
Rated:
Sep 14, 2025
Added:
Nov 19, 2011 by s1ckboy
Wants:
  1,057
Gots:
  205"
Caffè Americano,Cigar City Brewing,"You:
Not rated
From:
Cigar City Brewing
  Florida, United States
Style:
American Imperial Stout
Ranked #79
ABV:
12%
Score:
99
Ranked #244
Avg:
4.46 | pDev: 6.5%
Reviews:
177
Ratings:
1,252
Status:
Active
Rated:
Jul 29, 2025
Added:
Aug 14, 2013 by wiltznucs
Wants:
  334
Gots:
  183"
Truth - Vanilla Bean,Tree House Brewing Company,"You:
Not rated
From:
Tree House Brewing Company
  Massachusetts, United States
Style:
American Imperial Stout
Ranked #44
ABV:
13.2%
Score:
99
Ranked #245
Avg:
4.56 | pDev: 6.36%
Reviews:
19
Ratings:
104
Status:
Active
Rated:
Sep 12, 2025
Added:
Sep 15, 2020 by bhatch729
Wants:
  12
Gots:
  1"
Dragonsaddle,Hoof Hearted Brewing,"You:
Not rated
From:
Hoof Hearted Brewing
  Ohio, United States
Style:
New England IPA
Ranked #50
ABV:
11.5%
Score:
99
Ranked #246
Avg:
4.48 | pDev: 7.14%
Reviews:
56
Ratings:
386
Status:
Active
Rated:
Dec 13, 2024
Added:
Feb 22, 2014 by pimpmyporter
Wants:
  139
Gots:
  32"
Red Eye November,Bottle Logic Brewing,"You:
Not rated
From:
Bottle Logic Brewing
  California, United States
Style:
Russian Imperial Stout
Ranked #16
ABV:
13.2%
Score:
99
Ranked #247
Avg:
4.48 | pDev: 5.58%
Reviews:
58
Ratings:
379
Status:
Active
Rated:
Jun 20, 2025
Added:
Nov 25, 2015 by fthegiants
Wants:
  59
Gots:
  43"
Hopslam Ale,Bell's Brewery - Eccentric Café & General Store,"You:
Not rated
From:
Bell's Brewery - Eccentric Café & General Store
  Michigan, United States
Style:
Imperial IPA
Ranked #20
ABV:
10%
Score:
98
Ranked #248
Avg:
4.45 | pDev: 9.66%
Reviews:
3,810
Ratings:
14,056
Status:
Active
Rated:
Sep 04, 2025
Added:
Apr 14, 2004 by beernbbq
Wants:
  2,770
Gots:
  3,982"
The Streets,Trillium Brewing Company,"You:
Not rated
From:
Trillium Brewing Company
  Massachusetts, United States
Style:
New England IPA
Ranked #51
ABV:
10%
Score:
98
Ranked #249
Avg:
4.47 | pDev: 7.38%
Reviews:
98
Ratings:
523
Status:
Active
Rated:
Aug 13, 2025
Added:
Mar 16, 2017 by ThatsThatDude
Wants:
  33
Gots:
  58"
Emerald Grouper,Pipeworks Brewing Co.,"You:
Not rated
From:
Pipeworks Brewing Co.
  Illinois, United States
Style:
Imperial IPA
Ranked #19
ABV:
9.5%
Score:
98
Ranked #250
Avg:
4.46 | pDev: 8.3%
Reviews:
117
Ratings:
937
Status:
Active
Rated:
Aug 30, 2024
Added:
Nov 22, 2013 by MasterSki
Wants:
  398
Gots:
  101"
